seq_id,GAAC_Aliphatic,GAAC_Aromatic,GAAC_Positive,GAAC_Negative,GAAC_Uncharged,label
neg_884,0.333333,0.0,0.066667,0.133333,0.466667,0
neg_885,0.4,0.066667,0.2,0.066667,0.266667,0
neg_886,0.6,0.066667,0.0,0.066667,0.266667,0
neg_887,0.066667,0.466667,0.133333,0.066667,0.266667,0
neg_888,0.466667,0.0,0.066667,0.066667,0.4,0
neg_889,0.4,0.066667,0.133333,0.266667,0.133333,0
neg_890,0.666667,0.066667,0.066667,0.0,0.2,0
neg_891,0.45,0.0,0.1,0.15,0.3,0
neg_892,0.4,0.133333,0.133333,0.2,0.133333,0
neg_893,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_894,0.2,0.133333,0.333333,0.066667,0.266667,0
neg_895,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_896,0.333333,0.133333,0.133333,0.066667,0.333333,0
neg_897,0.266667,0.266667,0.2,0.066667,0.2,0
neg_898,0.2,0.133333,0.133333,0.266667,0.266667,0
neg_899,0.6,0.133333,0.0,0.066667,0.2,0
neg_900,0.347826,0.130435,0.173913,0.043478,0.304348,0
neg_901,0.266667,0.2,0.133333,0.133333,0.266667,0
neg_902,0.333333,0.0,0.133333,0.066667,0.466667,0
neg_903,0.333333,0.133333,0.133333,0.066667,0.333333,0
neg_904,0.266667,0.0,0.333333,0.133333,0.266667,0
neg_905,0.294118,0.117647,0.117647,0.117647,0.352941,0
neg_906,0.444444,0.0,0.277778,0.166667,0.111111,0
neg_907,0.45,0.05,0.2,0.05,0.25,0
neg_908,0.4,0.066667,0.066667,0.066667,0.4,0
neg_909,0.466667,0.066667,0.2,0.066667,0.2,0
neg_910,0.4,0.0,0.133333,0.133333,0.333333,0
neg_911,0.333333,0.133333,0.066667,0.266667,0.2,0
neg_912,0.266667,0.066667,0.133333,0.066667,0.466667,0
neg_913,0.333333,0.066667,0.133333,0.2,0.266667,0
neg_914,0.266667,0.333333,0.2,0.133333,0.066667,0
neg_915,0.266667,0.066667,0.2,0.266667,0.2,0
neg_916,0.5,0.3,0.05,0.05,0.1,0
neg_917,0.333333,0.266667,0.133333,0.066667,0.2,0
neg_918,0.4,0.133333,0.066667,0.066667,0.333333,0
neg_919,0.8,0.0,0.066667,0.0,0.133333,0
neg_920,0.466667,0.133333,0.333333,0.066667,0.0,0
neg_921,0.333333,0.2,0.0,0.133333,0.333333,0
neg_922,0.4,0.066667,0.266667,0.133333,0.133333,0
neg_923,0.533333,0.0,0.133333,0.2,0.133333,0
neg_924,0.066667,0.066667,0.266667,0.066667,0.533333,0
neg_925,0.263158,0.0,0.0,0.105263,0.631579,0
neg_926,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_927,0.533333,0.066667,0.066667,0.0,0.333333,0
neg_928,0.55,0.0,0.1,0.05,0.3,0
neg_929,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_930,0.4,0.066667,0.066667,0.2,0.266667,0
neg_931,0.1,0.0,0.15,0.45,0.3,0
neg_932,0.4,0.066667,0.2,0.2,0.133333,0
neg_933,0.421053,0.052632,0.105263,0.052632,0.368421,0
neg_934,0.4,0.0,0.266667,0.133333,0.2,0
neg_935,0.4,0.0,0.0,0.066667,0.533333,0
neg_936,0.466667,0.133333,0.266667,0.133333,0.0,0
neg_937,0.466667,0.133333,0.066667,0.133333,0.2,0
neg_938,0.4,0.0,0.133333,0.133333,0.333333,0
neg_939,0.133333,0.133333,0.066667,0.266667,0.4,0
neg_940,0.266667,0.066667,0.266667,0.066667,0.333333,0
neg_941,0.266667,0.066667,0.133333,0.133333,0.4,0
neg_942,0.6,0.0,0.0,0.066667,0.333333,0
neg_943,0.133333,0.266667,0.2,0.066667,0.333333,0
neg_944,0.4,0.133333,0.2,0.133333,0.133333,0
neg_945,0.2,0.066667,0.0,0.2,0.533333,0
neg_946,0.2,0.266667,0.133333,0.133333,0.266667,0
neg_947,0.5,0.0,0.0625,0.0625,0.375,0
neg_948,0.333333,0.066667,0.266667,0.066667,0.266667,0
neg_949,0.533333,0.066667,0.133333,0.0,0.266667,0
neg_950,0.4,0.0,0.05,0.25,0.3,0
neg_951,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_952,0.4,0.2,0.066667,0.2,0.133333,0
neg_953,0.3,0.0,0.1,0.15,0.45,0
neg_954,0.533333,0.2,0.0,0.0,0.266667,0
neg_955,0.4,0.066667,0.133333,0.066667,0.333333,0
neg_956,0.466667,0.2,0.0,0.2,0.133333,0
neg_957,0.333333,0.133333,0.2,0.133333,0.2,0
neg_958,0.4,0.133333,0.066667,0.133333,0.266667,0
neg_959,0.6,0.0,0.133333,0.066667,0.2,0
neg_960,0.466667,0.0,0.133333,0.333333,0.066667,0
neg_961,0.333333,0.133333,0.266667,0.0,0.266667,0
neg_962,0.133333,0.066667,0.133333,0.0,0.666667,0
neg_963,0.533333,0.0,0.2,0.0,0.266667,0
neg_964,0.6,0.0,0.133333,0.2,0.066667,0
neg_965,0.4,0.05,0.05,0.05,0.45,0
neg_966,0.533333,0.0,0.066667,0.0,0.4,0
neg_967,0.4375,0.0625,0.0,0.0,0.5,0
neg_968,0.388889,0.111111,0.055556,0.0,0.444444,0
neg_969,0.266667,0.0,0.133333,0.2,0.4,0
neg_970,0.266667,0.0,0.2,0.066667,0.466667,0
neg_971,0.333333,0.0,0.0,0.2,0.466667,0
neg_972,0.4,0.0,0.133333,0.066667,0.4,0
neg_973,0.4,0.066667,0.133333,0.2,0.2,0
neg_974,0.2,0.2,0.2,0.066667,0.333333,0
neg_975,0.4,0.066667,0.133333,0.2,0.2,0
neg_976,0.266667,0.133333,0.266667,0.133333,0.2,0
neg_977,0.466667,0.0,0.066667,0.066667,0.4,0
neg_978,0.266667,0.133333,0.2,0.133333,0.266667,0
neg_979,0.533333,0.0,0.066667,0.066667,0.333333,0
neg_980,0.266667,0.133333,0.066667,0.2,0.333333,0
neg_981,0.533333,0.0,0.266667,0.133333,0.066667,0
neg_982,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_983,0.6,0.066667,0.2,0.066667,0.066667,0
neg_984,0.466667,0.066667,0.2,0.066667,0.2,0
neg_985,0.4,0.133333,0.133333,0.066667,0.266667,0
neg_986,0.2,0.0,0.066667,0.0,0.733333,0
neg_987,0.133333,0.2,0.133333,0.266667,0.266667,0
neg_988,0.2,0.2,0.0,0.133333,0.466667,0
neg_989,0.4,0.066667,0.333333,0.066667,0.133333,0
neg_990,0.4,0.066667,0.2,0.2,0.133333,0
neg_991,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_992,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_993,0.466667,0.0,0.2,0.066667,0.266667,0
neg_994,0.333333,0.133333,0.266667,0.133333,0.133333,0
neg_995,0.4,0.0,0.133333,0.133333,0.333333,0
neg_996,0.133333,0.133333,0.2,0.066667,0.466667,0
neg_997,0.466667,0.0,0.066667,0.133333,0.333333,0
neg_998,0.4,0.133333,0.133333,0.133333,0.2,0
neg_999,0.266667,0.0,0.133333,0.2,0.4,0
neg_1000,0.533333,0.066667,0.2,0.066667,0.133333,0
neg_1001,0.066667,0.333333,0.266667,0.0,0.333333,0
neg_1002,0.2,0.05,0.05,0.35,0.35,0
neg_1003,0.277778,0.055556,0.222222,0.055556,0.388889,0
neg_1004,0.4,0.066667,0.066667,0.133333,0.333333,0
neg_1005,0.266667,0.2,0.2,0.2,0.133333,0
neg_1006,0.0,0.0,0.0,0.133333,0.866667,0
neg_1007,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_1008,0.4,0.2,0.133333,0.066667,0.2,0
neg_1009,0.4,0.266667,0.133333,0.066667,0.133333,0
neg_1010,0.466667,0.133333,0.066667,0.0,0.333333,0
neg_1011,0.375,0.25,0.0625,0.1875,0.125,0
neg_1012,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_1013,0.333333,0.2,0.066667,0.0,0.4,0
neg_1014,0.4,0.066667,0.2,0.066667,0.266667,0
neg_1015,0.2,0.133333,0.133333,0.2,0.333333,0
neg_1016,0.466667,0.0,0.4,0.0,0.133333,0
neg_1017,0.333333,0.066667,0.133333,0.2,0.266667,0
neg_1018,0.45,0.05,0.1,0.2,0.2,0
neg_1019,0.333333,0.066667,0.133333,0.333333,0.133333,0
neg_1020,0.266667,0.133333,0.2,0.266667,0.133333,0
neg_1021,0.2,0.2,0.066667,0.133333,0.4,0
neg_1022,0.266667,0.333333,0.133333,0.066667,0.2,0
neg_1023,0.35,0.2,0.05,0.1,0.3,0
neg_1024,0.266667,0.066667,0.533333,0.066667,0.066667,0
neg_1025,0.133333,0.266667,0.333333,0.0,0.266667,0
neg_1026,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_1027,0.533333,0.0,0.066667,0.133333,0.266667,0
neg_1028,0.157895,0.0,0.0,0.105263,0.736842,0
neg_1029,0.6,0.066667,0.0,0.266667,0.066667,0
neg_1030,0.333333,0.066667,0.133333,0.066667,0.4,0
neg_1031,0.666667,0.0,0.066667,0.066667,0.2,0
neg_1032,0.333333,0.133333,0.133333,0.2,0.2,0
neg_1033,0.466667,0.066667,0.2,0.066667,0.2,0
neg_1034,0.333333,0.133333,0.066667,0.0,0.466667,0
neg_1035,0.466667,0.066667,0.266667,0.0,0.2,0
neg_1036,0.0,0.0,0.071429,0.0,0.928571,0
neg_1037,0.333333,0.2,0.2,0.133333,0.133333,0
neg_1038,0.4,0.0,0.266667,0.066667,0.266667,0
neg_1039,0.318182,0.0,0.090909,0.136364,0.454545,0
neg_1040,0.666667,0.0,0.066667,0.066667,0.2,0
neg_1041,0.285714,0.142857,0.0,0.0,0.571429,0
neg_1042,0.266667,0.133333,0.133333,0.133333,0.333333,0
neg_1043,0.133333,0.333333,0.133333,0.2,0.2,0
neg_1044,0.466667,0.133333,0.133333,0.0,0.266667,0
neg_1045,0.533333,0.0,0.2,0.066667,0.2,0
neg_1046,0.2,0.2,0.2,0.133333,0.266667,0
neg_1047,0.466667,0.0,0.066667,0.066667,0.4,0
neg_1048,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_1049,0.4,0.133333,0.133333,0.2,0.133333,0
neg_1050,0.533333,0.066667,0.0,0.133333,0.266667,0
neg_1051,0.4,0.0,0.266667,0.0,0.333333,0
neg_1052,0.333333,0.0,0.133333,0.2,0.333333,0
neg_1053,0.133333,0.2,0.2,0.133333,0.333333,0
neg_1054,0.266667,0.133333,0.2,0.133333,0.266667,0
neg_1055,0.473684,0.0,0.263158,0.0,0.263158,0
neg_1056,0.533333,0.066667,0.2,0.066667,0.133333,0
neg_1057,0.533333,0.0,0.266667,0.0,0.2,0
neg_1058,0.1,0.0,0.05,0.1,0.75,0
neg_1059,0.333333,0.0,0.133333,0.0,0.533333,0
neg_1060,0.466667,0.133333,0.133333,0.0,0.266667,0
neg_1061,0.388889,0.111111,0.055556,0.111111,0.333333,0
neg_1062,0.533333,0.066667,0.066667,0.133333,0.2,0
neg_1063,0.466667,0.133333,0.0,0.066667,0.333333,0
neg_1064,0.4,0.0,0.2,0.133333,0.266667,0
neg_1065,0.666667,0.0,0.0,0.066667,0.266667,0
neg_1066,0.133333,0.2,0.4,0.133333,0.133333,0
neg_1067,0.266667,0.066667,0.2,0.066667,0.4,0
neg_1068,0.333333,0.2,0.0,0.2,0.266667,0
neg_1069,0.181818,0.090909,0.181818,0.136364,0.409091,0
neg_1070,0.333333,0.2,0.133333,0.133333,0.2,0
neg_1071,0.4,0.133333,0.2,0.0,0.266667,0
neg_1072,0.333333,0.133333,0.066667,0.133333,0.333333,0
neg_1073,0.666667,0.133333,0.066667,0.0,0.133333,0
neg_1074,0.333333,0.2,0.133333,0.133333,0.2,0
neg_1075,0.466667,0.0,0.2,0.133333,0.2,0
neg_1076,0.4,0.133333,0.066667,0.066667,0.333333,0
neg_1077,0.333333,0.133333,0.133333,0.066667,0.333333,0
neg_1078,0.4,0.0,0.15,0.15,0.3,0
neg_1079,0.466667,0.133333,0.0,0.2,0.2,0
neg_1080,0.266667,0.133333,0.266667,0.133333,0.2,0
neg_1081,0.466667,0.0,0.266667,0.133333,0.133333,0
neg_1082,0.333333,0.133333,0.066667,0.266667,0.2,0
neg_1083,0.333333,0.2,0.066667,0.133333,0.266667,0
neg_1084,0.333333,0.066667,0.133333,0.133333,0.333333,0
neg_1085,0.133333,0.266667,0.133333,0.266667,0.2,0
neg_1086,0.466667,0.066667,0.0,0.0,0.466667,0
neg_1087,0.333333,0.0,0.2,0.333333,0.133333,0
neg_1088,0.4,0.2,0.0,0.266667,0.133333,0
neg_1089,0.2,0.133333,0.2,0.0,0.466667,0
neg_1090,0.6,0.2,0.066667,0.0,0.133333,0
neg_1091,0.533333,0.0,0.266667,0.066667,0.133333,0
neg_1092,0.733333,0.066667,0.066667,0.066667,0.066667,0
neg_1093,0.466667,0.0,0.333333,0.0,0.2,0
neg_1094,0.666667,0.0,0.066667,0.0,0.266667,0
neg_1095,0.4,0.133333,0.0,0.133333,0.333333,0
neg_1096,0.368421,0.105263,0.210526,0.105263,0.210526,0
neg_1097,0.266667,0.2,0.2,0.066667,0.266667,0
neg_1098,0.266667,0.133333,0.133333,0.2,0.266667,0
neg_1099,0.555556,0.055556,0.055556,0.0,0.333333,0
neg_1100,0.333333,0.066667,0.133333,0.066667,0.4,0
neg_1101,0.666667,0.0,0.0,0.0,0.333333,0
neg_1102,0.533333,0.066667,0.0,0.0,0.4,0
neg_1103,0.266667,0.266667,0.066667,0.066667,0.333333,0
neg_1104,0.2,0.2,0.2,0.066667,0.333333,0
neg_1105,0.6,0.066667,0.2,0.066667,0.066667,0
neg_1106,0.4,0.066667,0.0,0.0,0.533333,0
neg_1107,0.466667,0.0,0.2,0.2,0.133333,0
neg_1108,0.333333,0.066667,0.133333,0.0,0.466667,0
neg_1109,0.333333,0.066667,0.133333,0.266667,0.2,0
neg_1110,0.333333,0.0,0.0,0.266667,0.4,0
neg_1111,0.266667,0.333333,0.066667,0.066667,0.266667,0
neg_1112,0.466667,0.133333,0.2,0.066667,0.133333,0
neg_1113,0.466667,0.133333,0.133333,0.066667,0.2,0
neg_1114,0.066667,0.2,0.133333,0.2,0.4,0
neg_1115,0.266667,0.066667,0.4,0.133333,0.133333,0
neg_1116,0.266667,0.133333,0.2,0.133333,0.266667,0
neg_1117,0.4,0.066667,0.066667,0.266667,0.2,0
neg_1118,0.4,0.2,0.0,0.2,0.2,0
neg_1119,0.2,0.133333,0.066667,0.133333,0.466667,0
neg_1120,0.333333,0.133333,0.133333,0.133333,0.266667,0
neg_1121,0.333333,0.133333,0.2,0.266667,0.066667,0
neg_1122,0.266667,0.0,0.4,0.133333,0.2,0
neg_1123,0.533333,0.0,0.133333,0.066667,0.266667,0
neg_1124,0.4,0.0,0.2,0.133333,0.266667,0
neg_1125,0.266667,0.266667,0.066667,0.0,0.4,0
neg_1126,0.333333,0.133333,0.066667,0.2,0.266667,0
neg_1127,0.133333,0.266667,0.133333,0.4,0.066667,0
neg_1128,0.266667,0.133333,0.266667,0.0,0.333333,0
neg_1129,0.352941,0.058824,0.117647,0.058824,0.411765,0
neg_1130,0.2,0.0,0.2,0.0,0.6,0
neg_1131,0.1875,0.1875,0.4375,0.0625,0.125,0
neg_1132,0.4,0.0,0.266667,0.133333,0.2,0
neg_1133,0.333333,0.266667,0.066667,0.0,0.333333,0
neg_1134,0.533333,0.066667,0.066667,0.266667,0.066667,0
neg_1135,0.333333,0.133333,0.266667,0.066667,0.2,0
neg_1136,0.0,0.466667,0.0,0.066667,0.466667,0
neg_1137,0.4,0.066667,0.133333,0.2,0.2,0
neg_1138,0.4,0.2,0.066667,0.2,0.133333,0
neg_1139,0.533333,0.0,0.066667,0.0,0.4,0
neg_1140,0.066667,0.4,0.066667,0.266667,0.2,0
neg_1141,0.533333,0.0,0.133333,0.0,0.333333,0
neg_1142,0.333333,0.2,0.266667,0.066667,0.133333,0
neg_1143,0.6,0.0,0.066667,0.0,0.333333,0
neg_1144,0.65,0.2,0.0,0.05,0.1,0
neg_1145,0.333333,0.066667,0.266667,0.066667,0.266667,0
neg_1146,0.333333,0.2,0.2,0.2,0.066667,0
neg_1147,0.4,0.133333,0.066667,0.066667,0.333333,0
neg_1148,0.133333,0.266667,0.066667,0.133333,0.4,0
neg_1149,0.4,0.2,0.066667,0.133333,0.2,0
neg_1150,0.466667,0.0,0.0,0.266667,0.266667,0
neg_1151,0.466667,0.066667,0.0,0.0,0.466667,0
neg_1152,0.466667,0.066667,0.266667,0.133333,0.066667,0
neg_1153,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_1154,0.4,0.0,0.066667,0.266667,0.266667,0
neg_1155,0.466667,0.066667,0.2,0.133333,0.133333,0
neg_1156,0.333333,0.066667,0.133333,0.066667,0.4,0
neg_1157,0.4,0.066667,0.333333,0.066667,0.133333,0
neg_1158,0.466667,0.0,0.066667,0.2,0.266667,0
neg_1159,0.6,0.066667,0.066667,0.066667,0.2,0
neg_1160,0.466667,0.0,0.2,0.266667,0.066667,0
neg_1161,0.333333,0.066667,0.2,0.133333,0.266667,0
neg_1162,0.133333,0.133333,0.133333,0.333333,0.266667,0
neg_1163,0.6,0.066667,0.2,0.066667,0.066667,0
neg_1164,0.6,0.0,0.133333,0.066667,0.2,0
neg_1165,0.4,0.0,0.0,0.4,0.2,0
neg_1166,0.2,0.066667,0.133333,0.066667,0.533333,0
neg_1167,0.466667,0.133333,0.066667,0.066667,0.266667,0
neg_1168,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_1169,0.266667,0.133333,0.133333,0.2,0.266667,0
neg_1170,0.266667,0.133333,0.266667,0.0,0.333333,0
neg_1171,0.333333,0.066667,0.266667,0.0,0.333333,0
neg_1172,0.333333,0.066667,0.0,0.133333,0.466667,0
neg_1173,0.333333,0.133333,0.133333,0.066667,0.333333,0
neg_1174,0.466667,0.066667,0.066667,0.266667,0.133333,0
neg_1175,0.466667,0.066667,0.0,0.0,0.466667,0
neg_1176,0.6,0.133333,0.066667,0.066667,0.133333,0
neg_1177,0.466667,0.0,0.0,0.133333,0.4,0
neg_1178,0.266667,0.066667,0.2,0.2,0.266667,0
neg_1179,0.466667,0.0,0.0,0.066667,0.466667,0
neg_1180,0.333333,0.0,0.2,0.066667,0.4,0
neg_1181,0.4,0.066667,0.066667,0.266667,0.2,0
neg_1182,0.466667,0.0,0.0,0.133333,0.4,0
neg_1183,0.4,0.133333,0.2,0.066667,0.2,0
neg_1184,0.266667,0.066667,0.133333,0.066667,0.466667,0
neg_1185,0.333333,0.0,0.2,0.066667,0.4,0
neg_1186,0.466667,0.066667,0.133333,0.2,0.133333,0
neg_1187,0.466667,0.133333,0.066667,0.066667,0.266667,0
neg_1188,0.266667,0.066667,0.066667,0.066667,0.533333,0
neg_1189,0.315789,0.157895,0.105263,0.105263,0.315789,0
neg_1190,0.266667,0.066667,0.266667,0.2,0.2,0
neg_1191,0.466667,0.133333,0.066667,0.066667,0.266667,0
neg_1192,0.2,0.266667,0.2,0.066667,0.266667,0
neg_1193,0.866667,0.0,0.0,0.0,0.133333,0
neg_1194,0.45,0.0,0.2,0.15,0.2,0
neg_1195,0.533333,0.0,0.2,0.066667,0.2,0
neg_1196,0.466667,0.066667,0.0,0.133333,0.333333,0
neg_1197,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_1198,0.45,0.15,0.1,0.1,0.2,0
neg_1199,0.411765,0.058824,0.176471,0.117647,0.235294,0
neg_1200,0.333333,0.066667,0.133333,0.0,0.466667,0
neg_1201,0.6,0.0,0.066667,0.066667,0.266667,0
neg_1202,0.3,0.1,0.1,0.35,0.15,0
neg_1203,0.15,0.0,0.15,0.4,0.3,0
neg_1204,0.4,0.0,0.133333,0.0,0.466667,0
neg_1205,0.45,0.05,0.1,0.3,0.1,0
neg_1206,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_1207,0.333333,0.2,0.133333,0.066667,0.266667,0
neg_1208,0.266667,0.266667,0.2,0.133333,0.133333,0
neg_1209,0.666667,0.0,0.0,0.0,0.333333,0
neg_1210,0.466667,0.0,0.133333,0.2,0.2,0
neg_1211,0.6,0.2,0.066667,0.066667,0.066667,0
neg_1212,0.4,0.0,0.2,0.333333,0.066667,0
neg_1213,0.533333,0.0,0.133333,0.133333,0.2,0
neg_1214,0.333333,0.133333,0.2,0.066667,0.266667,0
neg_1215,0.466667,0.066667,0.2,0.066667,0.2,0
neg_1216,0.333333,0.066667,0.333333,0.066667,0.2,0
neg_1217,0.266667,0.2,0.2,0.066667,0.266667,0
neg_1218,0.333333,0.066667,0.133333,0.133333,0.333333,0
neg_1219,0.2,0.0,0.133333,0.066667,0.6,0
neg_1220,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_1221,0.4,0.133333,0.2,0.066667,0.2,0
neg_1222,0.4,0.133333,0.066667,0.066667,0.333333,0
neg_1223,0.2,0.2,0.266667,0.266667,0.066667,0
neg_1224,0.333333,0.133333,0.066667,0.2,0.266667,0
neg_1225,0.6,0.0,0.2,0.066667,0.133333,0
neg_1226,0.7,0.15,0.05,0.0,0.1,0
neg_1227,0.333333,0.133333,0.2,0.0,0.333333,0
neg_1228,0.466667,0.0,0.2,0.133333,0.2,0
neg_1229,0.533333,0.066667,0.0,0.066667,0.333333,0
neg_1230,0.4,0.133333,0.066667,0.2,0.2,0
neg_1231,0.2,0.266667,0.2,0.066667,0.266667,0
neg_1232,0.2,0.133333,0.0,0.2,0.466667,0
neg_1233,0.2,0.266667,0.2,0.066667,0.266667,0
neg_1234,0.4,0.0,0.066667,0.133333,0.4,0
neg_1235,0.466667,0.2,0.066667,0.0,0.266667,0
neg_1236,0.4,0.066667,0.2,0.133333,0.2,0
neg_1237,0.4,0.133333,0.0,0.0,0.466667,0
neg_1238,0.6,0.0,0.2,0.066667,0.133333,0
neg_1239,0.333333,0.0,0.266667,0.2,0.2,0
neg_1240,0.266667,0.0,0.2,0.2,0.333333,0
neg_1241,0.333333,0.066667,0.0,0.066667,0.533333,0
neg_1242,0.6,0.0,0.2,0.133333,0.066667,0
neg_1243,0.3,0.05,0.2,0.1,0.35,0
neg_1244,0.533333,0.066667,0.066667,0.133333,0.2,0
neg_1245,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_1246,0.1,0.15,0.1,0.1,0.55,0
neg_1247,0.333333,0.111111,0.111111,0.166667,0.277778,0
neg_1248,0.266667,0.0,0.266667,0.133333,0.333333,0
neg_1249,0.4,0.1,0.1,0.2,0.2,0
neg_1250,0.266667,0.133333,0.2,0.066667,0.333333,0
neg_1251,0.333333,0.0,0.2,0.133333,0.333333,0
neg_1252,0.333333,0.066667,0.4,0.0,0.2,0
neg_1253,0.133333,0.0,0.333333,0.066667,0.466667,0
neg_1254,0.466667,0.2,0.133333,0.066667,0.133333,0
neg_1255,0.333333,0.066667,0.266667,0.0,0.333333,0
neg_1256,0.333333,0.0,0.2,0.2,0.266667,0
neg_1257,0.466667,0.066667,0.333333,0.066667,0.066667,0
neg_1258,0.466667,0.066667,0.266667,0.133333,0.066667,0
neg_1259,0.466667,0.066667,0.2,0.133333,0.133333,0
neg_1260,0.2,0.066667,0.133333,0.066667,0.533333,0
neg_1261,0.466667,0.0,0.133333,0.066667,0.333333,0
neg_1262,0.333333,0.066667,0.2,0.0,0.4,0
neg_1263,0.6,0.066667,0.066667,0.0,0.266667,0
neg_1264,0.266667,0.2,0.133333,0.133333,0.266667,0
neg_1265,0.533333,0.0,0.4,0.0,0.066667,0
neg_1266,0.466667,0.0,0.133333,0.066667,0.333333,0
neg_1267,0.533333,0.0,0.133333,0.2,0.133333,0
neg_1268,0.333333,0.0,0.333333,0.066667,0.266667,0
neg_1269,0.666667,0.066667,0.0,0.0,0.266667,0
neg_1270,0.4,0.066667,0.133333,0.066667,0.333333,0
neg_1271,0.533333,0.066667,0.133333,0.066667,0.2,0
neg_1272,0.133333,0.2,0.2,0.2,0.266667,0
neg_1273,0.6,0.0,0.133333,0.133333,0.133333,0
neg_1274,0.333333,0.2,0.2,0.0,0.266667,0
neg_1275,0.6,0.133333,0.066667,0.133333,0.066667,0
neg_1276,0.133333,0.266667,0.2,0.133333,0.266667,0
neg_1277,0.4,0.066667,0.0,0.0,0.533333,0
neg_1278,0.266667,0.066667,0.133333,0.333333,0.2,0
neg_1279,0.333333,0.133333,0.066667,0.066667,0.4,0
neg_1280,0.4,0.133333,0.0,0.2,0.266667,0
neg_1281,0.4,0.0,0.133333,0.266667,0.2,0
neg_1282,0.6,0.0,0.0,0.2,0.2,0
neg_1283,0.533333,0.066667,0.2,0.066667,0.133333,0
neg_1284,0.533333,0.0,0.0,0.2,0.266667,0
neg_1285,0.2,0.066667,0.066667,0.066667,0.6,0
neg_1286,0.333333,0.066667,0.333333,0.066667,0.2,0
neg_1287,0.266667,0.4,0.066667,0.0,0.266667,0
neg_1288,0.466667,0.333333,0.0,0.0,0.2,0
neg_1289,0.133333,0.133333,0.133333,0.2,0.4,0
neg_1290,0.466667,0.133333,0.133333,0.066667,0.2,0
neg_1291,0.666667,0.133333,0.066667,0.0,0.133333,0
neg_1292,0.4,0.133333,0.133333,0.066667,0.266667,0
neg_1293,0.266667,0.2,0.133333,0.066667,0.333333,0
neg_1294,0.7,0.2,0.0,0.05,0.05,0
neg_1295,0.533333,0.0,0.066667,0.066667,0.333333,0
neg_1296,0.466667,0.2,0.066667,0.0,0.266667,0
neg_1297,0.2,0.2,0.2,0.133333,0.266667,0
neg_1298,0.6,0.066667,0.066667,0.2,0.066667,0
neg_1299,0.333333,0.066667,0.133333,0.0,0.466667,0
neg_1300,0.2,0.266667,0.066667,0.0,0.466667,0
neg_1301,0.277778,0.222222,0.055556,0.055556,0.388889,0
neg_1302,0.35,0.1,0.15,0.1,0.3,0
neg_1303,0.533333,0.0,0.0,0.0,0.466667,0
neg_1304,0.466667,0.066667,0.0,0.333333,0.133333,0
neg_1305,0.466667,0.066667,0.0,0.133333,0.333333,0
neg_1306,0.6,0.05,0.1,0.05,0.2,0
neg_1307,0.266667,0.133333,0.066667,0.133333,0.4,0
neg_1308,0.6,0.0,0.0,0.0,0.4,0
neg_1309,0.4,0.133333,0.266667,0.0,0.2,0
neg_1310,0.466667,0.066667,0.0,0.066667,0.4,0
neg_1311,0.466667,0.066667,0.066667,0.0,0.4,0
neg_1312,0.6,0.05,0.15,0.0,0.2,0
neg_1313,0.45,0.15,0.1,0.0,0.3,0
neg_1314,0.333333,0.0,0.2,0.066667,0.4,0
neg_1315,0.066667,0.0,0.2,0.066667,0.666667,0
neg_1316,0.333333,0.266667,0.066667,0.066667,0.266667,0
neg_1317,0.666667,0.0,0.0,0.0,0.333333,0
neg_1318,0.4,0.066667,0.133333,0.266667,0.133333,0
neg_1319,0.266667,0.2,0.0,0.133333,0.4,0
neg_1320,0.533333,0.0,0.333333,0.0,0.133333,0
neg_1321,0.466667,0.066667,0.0,0.066667,0.4,0
neg_1322,0.333333,0.133333,0.2,0.066667,0.266667,0
neg_1323,0.2,0.133333,0.333333,0.2,0.133333,0
neg_1324,0.4,0.133333,0.2,0.066667,0.2,0
neg_1325,0.3,0.15,0.15,0.05,0.35,0
neg_1326,0.533333,0.0,0.066667,0.266667,0.133333,0
neg_1327,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_1328,0.266667,0.066667,0.333333,0.066667,0.266667,0
neg_1329,0.466667,0.0,0.066667,0.4,0.066667,0
neg_1330,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_1331,0.2,0.266667,0.2,0.133333,0.2,0
neg_1332,0.45,0.1,0.1,0.05,0.3,0
neg_1333,0.388889,0.055556,0.055556,0.222222,0.277778,0
neg_1334,0.466667,0.0,0.2,0.066667,0.266667,0
