seq_id,CTDC_Hydrophobicity_G1,CTDC_Hydrophobicity_G2,CTDC_Hydrophobicity_G3,CTDC_VanDerWaals_G1,CTDC_VanDerWaals_G2,CTDC_VanDerWaals_G3,CTDC_Polarity_G1,CTDC_Polarity_G2,CTDC_Polarity_G3,CTDC_Polarizability_G1,CTDC_Polarizability_G2,CTDC_Polarizability_G3,CTDC_Charge_G1,CTDC_Charge_G2,CTDC_Charge_G3,CTDC_SecondaryStructure_G1,CTDC_SecondaryStructure_G2,CTDC_SecondaryStructure_G3,CTDC_SolventAccessibility_G1,CTDC_SolventAccessibility_G2,CTDC_SolventAccessibility_G3,label
pos_127,0.25,0.583333,0.166667,0.583333,0.0,0.416667,0.166667,0.5,0.333333,0.583333,0.0,0.416667,0.166667,0.75,0.083333,0.583333,0.083333,0.333333,0.583333,0.25,0.166667,1
pos_128,0.4,0.25,0.35,0.25,0.35,0.4,0.45,0.15,0.4,0.15,0.45,0.4,0.1,0.7,0.2,0.5,0.3,0.2,0.25,0.4,0.35,1
pos_129,0.333333,0.166667,0.5,0.166667,0.5,0.333333,0.583333,0.083333,0.333333,0.166667,0.5,0.333333,0.166667,0.75,0.083333,0.416667,0.416667,0.166667,0.5,0.333333,0.166667,1
pos_130,0.15,0.45,0.4,0.4,0.3,0.3,0.5,0.35,0.15,0.25,0.45,0.3,0.0,0.95,0.05,0.35,0.25,0.4,0.35,0.15,0.5,1
pos_131,0.4,0.2,0.4,0.266667,0.4,0.333333,0.4,0.2,0.4,0.266667,0.4,0.333333,0.133333,0.8,0.066667,0.533333,0.266667,0.2,0.466667,0.4,0.133333,1
pos_132,0.285714,0.47619,0.238095,0.47619,0.285714,0.238095,0.333333,0.380952,0.285714,0.47619,0.285714,0.238095,0.095238,0.809524,0.095238,0.380952,0.190476,0.428571,0.380952,0.285714,0.333333,1
pos_133,0.266667,0.4,0.333333,0.333333,0.333333,0.333333,0.533333,0.2,0.266667,0.333333,0.333333,0.333333,0.066667,0.733333,0.2,0.266667,0.4,0.333333,0.266667,0.266667,0.466667,1
pos_134,0.210526,0.631579,0.157895,0.631579,0.157895,0.210526,0.210526,0.578947,0.210526,0.421053,0.368421,0.210526,0.052632,0.842105,0.105263,0.263158,0.421053,0.315789,0.315789,0.210526,0.473684,1
pos_135,0.5,0.333333,0.166667,0.416667,0.166667,0.416667,0.166667,0.333333,0.5,0.416667,0.166667,0.416667,0.25,0.583333,0.166667,0.666667,0.083333,0.25,0.416667,0.5,0.083333,1
pos_136,0.133333,0.6,0.266667,0.4,0.266667,0.333333,0.333333,0.4,0.266667,0.066667,0.6,0.333333,0.066667,0.933333,0.0,0.4,0.2,0.4,0.266667,0.133333,0.6,1
pos_137,0.466667,0.266667,0.266667,0.266667,0.533333,0.2,0.266667,0.266667,0.466667,0.2,0.6,0.2,0.066667,0.8,0.133333,0.533333,0.266667,0.2,0.4,0.466667,0.133333,1
pos_138,0.6,0.35,0.05,0.45,0.35,0.2,0.05,0.3,0.65,0.35,0.45,0.2,0.15,0.7,0.15,0.35,0.15,0.5,0.1,0.6,0.3,1
pos_139,0.45,0.35,0.2,0.4,0.2,0.4,0.25,0.3,0.45,0.4,0.2,0.4,0.2,0.6,0.2,0.4,0.3,0.3,0.35,0.45,0.2,1
pos_140,0.466667,0.2,0.333333,0.333333,0.4,0.266667,0.333333,0.2,0.466667,0.2,0.533333,0.266667,0.266667,0.666667,0.066667,0.533333,0.266667,0.2,0.466667,0.466667,0.066667,1
pos_141,0.444444,0.166667,0.388889,0.111111,0.444444,0.444444,0.444444,0.111111,0.444444,0.111111,0.444444,0.444444,0.222222,0.666667,0.111111,0.666667,0.166667,0.166667,0.277778,0.444444,0.277778,1
pos_142,0.125,0.625,0.25,0.666667,0.291667,0.041667,0.25,0.625,0.125,0.583333,0.375,0.041667,0.041667,0.916667,0.041667,0.375,0.25,0.375,0.583333,0.125,0.291667,1
pos_143,0.4,0.266667,0.333333,0.2,0.4,0.4,0.4,0.133333,0.466667,0.133333,0.466667,0.4,0.2,0.8,0.0,0.6,0.133333,0.266667,0.333333,0.4,0.266667,1
pos_144,0.25,0.5625,0.1875,0.5625,0.375,0.0625,0.1875,0.5625,0.25,0.375,0.5625,0.0625,0.0625,0.9375,0.0,0.3125,0.125,0.5625,0.5,0.25,0.25,1
pos_145,0.352941,0.294118,0.352941,0.352941,0.352941,0.294118,0.352941,0.294118,0.352941,0.294118,0.411765,0.294118,0.294118,0.647059,0.058824,0.588235,0.176471,0.235294,0.588235,0.352941,0.058824,1
pos_146,0.15,0.55,0.3,0.5,0.4,0.1,0.35,0.5,0.15,0.4,0.5,0.1,0.0,1.0,0.0,0.3,0.25,0.45,0.55,0.15,0.3,1
pos_147,0.333333,0.277778,0.388889,0.166667,0.5,0.333333,0.444444,0.166667,0.388889,0.166667,0.5,0.333333,0.166667,0.722222,0.111111,0.444444,0.444444,0.111111,0.5,0.333333,0.166667,1
pos_148,0.583333,0.166667,0.25,0.25,0.333333,0.416667,0.333333,0.0,0.666667,0.25,0.333333,0.416667,0.25,0.416667,0.333333,0.416667,0.333333,0.25,0.25,0.583333,0.166667,1
pos_149,0.266667,0.4,0.333333,0.6,0.266667,0.133333,0.333333,0.4,0.266667,0.4,0.466667,0.133333,0.066667,0.8,0.133333,0.2,0.333333,0.466667,0.4,0.266667,0.333333,1
pos_150,0.368421,0.368421,0.263158,0.210526,0.368421,0.421053,0.421053,0.210526,0.368421,0.157895,0.421053,0.421053,0.210526,0.789474,0.0,0.368421,0.263158,0.368421,0.368421,0.368421,0.263158,1
pos_151,0.3,0.45,0.25,0.45,0.3,0.25,0.3,0.4,0.3,0.4,0.35,0.25,0.15,0.8,0.05,0.2,0.3,0.5,0.45,0.3,0.25,1
pos_152,0.6,0.15,0.25,0.15,0.65,0.2,0.25,0.15,0.6,0.15,0.65,0.2,0.15,0.55,0.3,0.65,0.15,0.2,0.4,0.6,0.0,1
pos_153,0.230769,0.384615,0.384615,0.461538,0.230769,0.307692,0.384615,0.384615,0.230769,0.384615,0.307692,0.307692,0.230769,0.769231,0.0,0.615385,0.307692,0.076923,0.769231,0.230769,0.0,1
pos_154,0.409091,0.227273,0.363636,0.181818,0.5,0.318182,0.363636,0.181818,0.454545,0.181818,0.5,0.318182,0.181818,0.818182,0.0,0.545455,0.227273,0.227273,0.5,0.409091,0.090909,1
pos_155,0.533333,0.333333,0.133333,0.4,0.333333,0.266667,0.133333,0.266667,0.6,0.4,0.333333,0.266667,0.133333,0.666667,0.2,0.4,0.266667,0.333333,0.266667,0.533333,0.2,1
pos_156,0.533333,0.133333,0.333333,0.4,0.466667,0.133333,0.333333,0.133333,0.533333,0.333333,0.533333,0.133333,0.133333,0.533333,0.333333,0.4,0.133333,0.466667,0.333333,0.533333,0.133333,1
pos_157,0.25,0.35,0.4,0.3,0.45,0.25,0.4,0.3,0.3,0.25,0.5,0.25,0.1,0.8,0.1,0.45,0.3,0.25,0.35,0.25,0.4,1
pos_158,0.3125,0.375,0.3125,0.375,0.4375,0.1875,0.375,0.25,0.375,0.25,0.5625,0.1875,0.0,0.8125,0.1875,0.375,0.25,0.375,0.3125,0.3125,0.375,1
pos_159,0.266667,0.4,0.333333,0.333333,0.266667,0.4,0.466667,0.266667,0.266667,0.333333,0.266667,0.4,0.066667,0.866667,0.066667,0.133333,0.4,0.466667,0.4,0.266667,0.333333,1
pos_160,0.333333,0.333333,0.333333,0.4,0.333333,0.266667,0.333333,0.333333,0.333333,0.4,0.333333,0.266667,0.2,0.733333,0.066667,0.466667,0.2,0.333333,0.466667,0.333333,0.2,1
pos_161,0.55,0.2,0.25,0.25,0.45,0.3,0.25,0.2,0.55,0.1,0.6,0.3,0.25,0.7,0.05,0.7,0.1,0.2,0.35,0.55,0.1,1
pos_162,0.222222,0.555556,0.222222,0.388889,0.222222,0.388889,0.444444,0.333333,0.222222,0.277778,0.333333,0.388889,0.055556,0.888889,0.055556,0.333333,0.388889,0.277778,0.388889,0.222222,0.388889,1
pos_163,0.214286,0.5,0.285714,0.5,0.214286,0.285714,0.285714,0.357143,0.357143,0.285714,0.428571,0.285714,0.142857,0.785714,0.071429,0.357143,0.285714,0.357143,0.5,0.214286,0.285714,1
pos_164,0.3,0.3,0.4,0.3,0.55,0.15,0.4,0.3,0.3,0.2,0.65,0.15,0.15,0.85,0.0,0.6,0.15,0.25,0.6,0.3,0.1,1
pos_165,0.25,0.4375,0.3125,0.375,0.25,0.375,0.375,0.3125,0.3125,0.3125,0.3125,0.375,0.0625,0.8125,0.125,0.3125,0.4375,0.25,0.375,0.25,0.375,1
pos_166,0.333333,0.2,0.466667,0.2,0.466667,0.333333,0.533333,0.133333,0.333333,0.2,0.466667,0.333333,0.133333,0.733333,0.133333,0.666667,0.2,0.133333,0.533333,0.333333,0.133333,1
pos_167,0.266667,0.533333,0.2,0.533333,0.066667,0.4,0.266667,0.466667,0.266667,0.466667,0.133333,0.4,0.133333,0.733333,0.133333,0.4,0.4,0.2,0.266667,0.266667,0.466667,1
pos_168,0.4,0.133333,0.466667,0.266667,0.466667,0.266667,0.466667,0.133333,0.4,0.133333,0.6,0.266667,0.2,0.666667,0.133333,0.4,0.333333,0.266667,0.4,0.4,0.2,1
pos_169,0.333333,0.6,0.066667,0.466667,0.133333,0.4,0.2,0.466667,0.333333,0.4,0.2,0.4,0.266667,0.666667,0.066667,0.4,0.266667,0.333333,0.333333,0.333333,0.333333,1
pos_170,0.214286,0.571429,0.214286,0.357143,0.285714,0.357143,0.357143,0.285714,0.357143,0.214286,0.428571,0.357143,0.071429,0.928571,0.0,0.285714,0.285714,0.428571,0.357143,0.214286,0.428571,1
pos_171,0.266667,0.266667,0.466667,0.333333,0.533333,0.133333,0.533333,0.2,0.266667,0.333333,0.533333,0.133333,0.066667,0.733333,0.2,0.6,0.2,0.2,0.666667,0.266667,0.066667,1
pos_172,0.6,0.2,0.2,0.266667,0.266667,0.466667,0.266667,0.133333,0.6,0.133333,0.4,0.466667,0.4,0.466667,0.133333,0.533333,0.2,0.266667,0.2,0.6,0.2,1
pos_173,0.2,0.333333,0.466667,0.4,0.266667,0.333333,0.466667,0.333333,0.2,0.2,0.466667,0.333333,0.133333,0.8,0.066667,0.333333,0.333333,0.333333,0.4,0.2,0.4,1
pos_174,0.388889,0.222222,0.388889,0.166667,0.5,0.333333,0.444444,0.166667,0.388889,0.166667,0.5,0.333333,0.166667,0.722222,0.111111,0.666667,0.222222,0.111111,0.388889,0.388889,0.222222,1
pos_175,0.388889,0.277778,0.333333,0.111111,0.5,0.388889,0.5,0.111111,0.388889,0.055556,0.555556,0.388889,0.222222,0.722222,0.055556,0.666667,0.222222,0.111111,0.388889,0.388889,0.222222,1
pos_176,0.533333,0.133333,0.333333,0.2,0.466667,0.333333,0.333333,0.133333,0.533333,0.2,0.466667,0.333333,0.333333,0.466667,0.2,0.666667,0.2,0.133333,0.4,0.533333,0.066667,1
pos_177,0.4,0.333333,0.266667,0.4,0.333333,0.266667,0.266667,0.266667,0.466667,0.4,0.333333,0.266667,0.066667,0.8,0.133333,0.133333,0.466667,0.4,0.266667,0.4,0.333333,1
pos_178,0.055556,0.611111,0.333333,0.555556,0.222222,0.222222,0.388889,0.5,0.111111,0.444444,0.333333,0.222222,0.0,0.944444,0.055556,0.166667,0.5,0.333333,0.5,0.055556,0.444444,1
pos_179,0.75,0.0,0.25,0.0,1.0,0.0,0.25,0.0,0.75,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.0,1
pos_180,0.117647,0.529412,0.352941,0.352941,0.352941,0.294118,0.529412,0.352941,0.117647,0.352941,0.352941,0.294118,0.0,0.882353,0.117647,0.411765,0.411765,0.176471,0.529412,0.117647,0.352941,1
pos_181,0.416667,0.166667,0.416667,0.333333,0.416667,0.25,0.416667,0.166667,0.416667,0.333333,0.416667,0.25,0.0,0.833333,0.166667,0.25,0.416667,0.333333,0.416667,0.416667,0.166667,1
pos_182,0.466667,0.133333,0.4,0.2,0.6,0.2,0.4,0.133333,0.466667,0.133333,0.666667,0.2,0.133333,0.6,0.266667,0.6,0.266667,0.133333,0.466667,0.466667,0.066667,1
pos_183,0.333333,0.388889,0.277778,0.444444,0.333333,0.222222,0.277778,0.388889,0.333333,0.333333,0.444444,0.222222,0.166667,0.777778,0.055556,0.444444,0.166667,0.388889,0.388889,0.333333,0.277778,1
pos_184,0.266667,0.266667,0.466667,0.266667,0.333333,0.4,0.466667,0.266667,0.266667,0.133333,0.466667,0.4,0.2,0.733333,0.066667,0.6,0.266667,0.133333,0.6,0.266667,0.133333,1
pos_185,0.333333,0.333333,0.333333,0.266667,0.466667,0.266667,0.333333,0.266667,0.4,0.133333,0.6,0.266667,0.2,0.8,0.0,0.6,0.2,0.2,0.466667,0.333333,0.2,1
pos_186,0.266667,0.466667,0.266667,0.533333,0.4,0.066667,0.266667,0.466667,0.266667,0.533333,0.4,0.066667,0.066667,0.866667,0.066667,0.266667,0.266667,0.466667,0.533333,0.266667,0.2,1
pos_187,0.2,0.4,0.4,0.5,0.4,0.1,0.45,0.35,0.2,0.3,0.6,0.1,0.05,0.8,0.15,0.15,0.45,0.4,0.45,0.2,0.35,1
pos_188,0.222222,0.388889,0.388889,0.277778,0.444444,0.277778,0.444444,0.277778,0.277778,0.277778,0.444444,0.277778,0.055556,0.888889,0.055556,0.5,0.277778,0.222222,0.555556,0.222222,0.222222,1
pos_189,0.125,0.375,0.5,0.4375,0.5625,0.0,0.5,0.375,0.125,0.3125,0.6875,0.0,0.0,0.9375,0.0625,0.4375,0.1875,0.375,0.6875,0.125,0.1875,1
pos_190,0.4,0.25,0.35,0.55,0.35,0.1,0.35,0.25,0.4,0.45,0.45,0.1,0.05,0.65,0.3,0.4,0.3,0.3,0.4,0.4,0.2,1
pos_191,0.2,0.7,0.1,0.75,0.1,0.15,0.1,0.7,0.2,0.6,0.25,0.15,0.15,0.8,0.05,0.4,0.05,0.55,0.45,0.2,0.35,1
pos_192,0.2,0.466667,0.333333,0.533333,0.333333,0.133333,0.333333,0.466667,0.2,0.466667,0.4,0.133333,0.066667,0.866667,0.066667,0.533333,0.333333,0.133333,0.533333,0.2,0.266667,1
pos_193,0.388889,0.333333,0.277778,0.388889,0.388889,0.222222,0.277778,0.333333,0.388889,0.388889,0.388889,0.222222,0.222222,0.666667,0.111111,0.333333,0.333333,0.333333,0.277778,0.388889,0.333333,1
pos_194,0.466667,0.066667,0.466667,0.133333,0.4,0.466667,0.466667,0.066667,0.466667,0.133333,0.4,0.466667,0.2,0.6,0.2,0.666667,0.2,0.133333,0.333333,0.466667,0.2,1
pos_195,0.466667,0.333333,0.2,0.333333,0.4,0.266667,0.266667,0.266667,0.466667,0.333333,0.4,0.266667,0.133333,0.666667,0.2,0.533333,0.133333,0.333333,0.333333,0.466667,0.2,1
pos_196,0.583333,0.083333,0.333333,0.333333,0.333333,0.333333,0.333333,0.083333,0.583333,0.166667,0.5,0.333333,0.25,0.5,0.25,0.583333,0.333333,0.083333,0.416667,0.583333,0.0,1
pos_197,0.266667,0.533333,0.2,0.466667,0.266667,0.266667,0.333333,0.4,0.266667,0.466667,0.266667,0.266667,0.066667,0.733333,0.2,0.466667,0.2,0.333333,0.266667,0.266667,0.466667,1
pos_198,0.5,0.3125,0.1875,0.3125,0.5625,0.125,0.1875,0.3125,0.5,0.3125,0.5625,0.125,0.125,0.625,0.25,0.5,0.1875,0.3125,0.3125,0.5,0.1875,1
pos_199,0.166667,0.666667,0.166667,0.666667,0.25,0.083333,0.166667,0.666667,0.166667,0.5,0.416667,0.083333,0.0,0.833333,0.166667,0.5,0.083333,0.416667,0.5,0.166667,0.333333,1
pos_200,0.4,0.266667,0.333333,0.2,0.533333,0.266667,0.4,0.2,0.4,0.2,0.533333,0.266667,0.133333,0.733333,0.133333,0.4,0.266667,0.333333,0.333333,0.4,0.266667,1
pos_201,0.4,0.3,0.3,0.3,0.45,0.25,0.35,0.25,0.4,0.3,0.45,0.25,0.15,0.7,0.15,0.45,0.35,0.2,0.35,0.4,0.25,1
pos_202,0.166667,0.444444,0.388889,0.555556,0.388889,0.055556,0.388889,0.444444,0.166667,0.5,0.444444,0.055556,0.0,0.888889,0.111111,0.166667,0.444444,0.388889,0.5,0.166667,0.333333,1
pos_203,0.5,0.25,0.25,0.1,0.35,0.55,0.3,0.1,0.6,0.1,0.35,0.55,0.3,0.55,0.15,0.7,0.3,0.0,0.2,0.5,0.3,1
pos_204,0.066667,0.466667,0.466667,0.4,0.266667,0.333333,0.533333,0.4,0.066667,0.4,0.266667,0.333333,0.066667,0.933333,0.0,0.6,0.2,0.2,0.666667,0.066667,0.266667,1
pos_205,0.2,0.35,0.45,0.4,0.3,0.3,0.5,0.3,0.2,0.3,0.4,0.3,0.05,0.85,0.1,0.3,0.5,0.2,0.6,0.2,0.2,1
pos_206,0.2,0.466667,0.333333,0.4,0.266667,0.333333,0.4,0.4,0.2,0.333333,0.333333,0.333333,0.133333,0.866667,0.0,0.266667,0.333333,0.4,0.4,0.2,0.4,1
pos_207,0.266667,0.133333,0.6,0.133333,0.666667,0.2,0.6,0.066667,0.333333,0.133333,0.666667,0.2,0.0,0.866667,0.133333,0.733333,0.133333,0.133333,0.533333,0.266667,0.2,1
pos_208,0.4,0.2,0.4,0.2,0.4,0.4,0.45,0.15,0.4,0.1,0.5,0.4,0.25,0.65,0.1,0.4,0.45,0.15,0.4,0.4,0.2,1
pos_209,0.35,0.3,0.35,0.35,0.55,0.1,0.35,0.3,0.35,0.3,0.6,0.1,0.05,0.7,0.25,0.4,0.35,0.25,0.5,0.35,0.15,1
pos_210,0.4,0.4,0.2,0.5,0.3,0.2,0.25,0.35,0.4,0.45,0.35,0.2,0.1,0.6,0.3,0.4,0.25,0.35,0.4,0.4,0.2,1
pos_211,0.125,0.5,0.375,0.5,0.3125,0.1875,0.4375,0.4375,0.125,0.4375,0.375,0.1875,0.0,0.875,0.125,0.375,0.25,0.375,0.625,0.125,0.25,1
pos_212,0.55,0.2,0.25,0.25,0.5,0.25,0.25,0.2,0.55,0.2,0.55,0.25,0.15,0.55,0.3,0.6,0.2,0.2,0.3,0.55,0.15,1
pos_213,0.55,0.3,0.15,0.45,0.4,0.15,0.15,0.3,0.55,0.25,0.6,0.15,0.15,0.5,0.35,0.35,0.15,0.5,0.15,0.55,0.3,1
pos_214,0.222222,0.555556,0.222222,0.5,0.166667,0.333333,0.333333,0.444444,0.222222,0.5,0.166667,0.333333,0.111111,0.833333,0.055556,0.222222,0.555556,0.222222,0.444444,0.222222,0.333333,1
pos_215,0.133333,0.533333,0.333333,0.4,0.133333,0.466667,0.4,0.4,0.2,0.4,0.133333,0.466667,0.066667,0.933333,0.0,0.333333,0.4,0.266667,0.466667,0.133333,0.4,1
pos_216,0.45,0.4,0.15,0.35,0.45,0.2,0.2,0.35,0.45,0.3,0.5,0.2,0.1,0.8,0.1,0.45,0.2,0.35,0.35,0.45,0.2,1
pos_217,0.15,0.5,0.35,0.5,0.2,0.3,0.35,0.5,0.15,0.5,0.2,0.3,0.05,0.9,0.05,0.3,0.35,0.35,0.55,0.15,0.3,1
pos_218,0.066667,0.533333,0.4,0.466667,0.333333,0.2,0.466667,0.466667,0.066667,0.466667,0.333333,0.2,0.066667,0.933333,0.0,0.466667,0.4,0.133333,0.866667,0.066667,0.066667,1
pos_219,0.36,0.4,0.24,0.36,0.44,0.2,0.36,0.28,0.36,0.32,0.48,0.2,0.04,0.84,0.12,0.36,0.24,0.4,0.32,0.36,0.32,1
pos_220,0.363636,0.318182,0.318182,0.363636,0.454545,0.181818,0.318182,0.318182,0.363636,0.363636,0.454545,0.181818,0.090909,0.727273,0.181818,0.590909,0.272727,0.136364,0.545455,0.363636,0.090909,1
pos_221,0.3125,0.375,0.3125,0.375,0.4375,0.1875,0.375,0.3125,0.3125,0.3125,0.5,0.1875,0.125,0.75,0.125,0.5,0.1875,0.3125,0.375,0.3125,0.3125,1
pos_222,0.444444,0.166667,0.388889,0.111111,0.611111,0.277778,0.444444,0.111111,0.444444,0.0,0.722222,0.277778,0.222222,0.722222,0.055556,0.611111,0.222222,0.166667,0.388889,0.444444,0.166667,1
pos_223,0.266667,0.266667,0.466667,0.533333,0.333333,0.133333,0.466667,0.266667,0.266667,0.333333,0.533333,0.133333,0.0,0.733333,0.266667,0.266667,0.333333,0.4,0.6,0.266667,0.133333,1
pos_224,0.4,0.133333,0.466667,0.266667,0.4,0.333333,0.466667,0.133333,0.4,0.266667,0.4,0.333333,0.133333,0.666667,0.2,0.466667,0.333333,0.2,0.4,0.4,0.2,1
pos_225,0.65,0.0,0.35,0.2,0.6,0.2,0.35,0.0,0.65,0.0,0.8,0.2,0.1,0.65,0.25,0.55,0.25,0.2,0.3,0.65,0.05,1
pos_226,0.304348,0.391304,0.304348,0.347826,0.434783,0.217391,0.304348,0.347826,0.347826,0.304348,0.478261,0.217391,0.130435,0.826087,0.043478,0.434783,0.173913,0.391304,0.434783,0.304348,0.26087,1
pos_227,0.434783,0.217391,0.347826,0.217391,0.391304,0.391304,0.391304,0.173913,0.434783,0.217391,0.391304,0.391304,0.217391,0.695652,0.086957,0.521739,0.304348,0.173913,0.478261,0.434783,0.086957,1
pos_228,0.5,0.25,0.25,0.35,0.5,0.15,0.3,0.2,0.5,0.15,0.7,0.15,0.1,0.75,0.15,0.35,0.25,0.4,0.3,0.5,0.2,1
pos_229,0.384615,0.384615,0.230769,0.538462,0.384615,0.076923,0.230769,0.384615,0.384615,0.461538,0.461538,0.076923,0.076923,0.769231,0.153846,0.230769,0.307692,0.461538,0.230769,0.384615,0.384615,1
pos_230,0.294118,0.529412,0.176471,0.411765,0.411765,0.176471,0.176471,0.411765,0.411765,0.411765,0.411765,0.176471,0.058824,0.823529,0.117647,0.647059,0.176471,0.176471,0.529412,0.294118,0.176471,1
pos_231,0.2,0.5,0.3,0.5,0.3,0.2,0.3,0.45,0.25,0.4,0.4,0.2,0.05,0.85,0.1,0.4,0.25,0.35,0.5,0.2,0.3,1
pos_232,0.466667,0.2,0.333333,0.333333,0.466667,0.2,0.333333,0.2,0.466667,0.266667,0.533333,0.2,0.133333,0.6,0.266667,0.533333,0.2,0.266667,0.266667,0.466667,0.266667,1
pos_233,0.466667,0.266667,0.266667,0.4,0.4,0.2,0.266667,0.266667,0.466667,0.4,0.4,0.2,0.2,0.6,0.2,0.333333,0.2,0.466667,0.466667,0.466667,0.066667,1
pos_234,0.125,0.4375,0.4375,0.3125,0.375,0.3125,0.5625,0.3125,0.125,0.3125,0.375,0.3125,0.0625,0.9375,0.0,0.375,0.375,0.25,0.625,0.125,0.25,1
pos_235,0.352941,0.294118,0.352941,0.294118,0.294118,0.411765,0.411765,0.235294,0.352941,0.176471,0.411765,0.411765,0.235294,0.764706,0.0,0.470588,0.294118,0.235294,0.352941,0.352941,0.294118,1
pos_236,0.45,0.35,0.2,0.35,0.45,0.2,0.2,0.35,0.45,0.35,0.45,0.2,0.15,0.75,0.1,0.8,0.1,0.1,0.45,0.45,0.1,1
pos_237,0.277778,0.333333,0.388889,0.222222,0.5,0.277778,0.5,0.222222,0.277778,0.111111,0.611111,0.277778,0.0,0.833333,0.166667,0.444444,0.333333,0.222222,0.444444,0.277778,0.277778,1
pos_238,0.066667,0.733333,0.2,0.533333,0.266667,0.2,0.4,0.533333,0.066667,0.4,0.4,0.2,0.0,1.0,0.0,0.333333,0.333333,0.333333,0.533333,0.066667,0.4,1
pos_239,0.266667,0.533333,0.2,0.466667,0.266667,0.266667,0.4,0.333333,0.266667,0.466667,0.266667,0.266667,0.066667,0.8,0.133333,0.2,0.4,0.4,0.466667,0.266667,0.266667,1
pos_240,0.3,0.45,0.25,0.6,0.3,0.1,0.25,0.45,0.3,0.5,0.4,0.1,0.05,0.8,0.15,0.2,0.35,0.45,0.5,0.3,0.2,1
pos_241,0.533333,0.2,0.266667,0.133333,0.533333,0.333333,0.266667,0.133333,0.6,0.133333,0.533333,0.333333,0.2,0.6,0.2,0.733333,0.266667,0.0,0.333333,0.533333,0.133333,1
pos_242,0.3,0.45,0.25,0.3,0.3,0.4,0.45,0.25,0.3,0.3,0.3,0.4,0.1,0.85,0.05,0.2,0.5,0.3,0.3,0.3,0.4,1
pos_243,0.315789,0.368421,0.315789,0.421053,0.263158,0.315789,0.315789,0.368421,0.315789,0.421053,0.263158,0.315789,0.210526,0.736842,0.052632,0.421053,0.263158,0.315789,0.578947,0.315789,0.105263,1
pos_244,0.428571,0.285714,0.285714,0.333333,0.571429,0.095238,0.285714,0.285714,0.428571,0.285714,0.619048,0.095238,0.095238,0.761905,0.142857,0.428571,0.238095,0.333333,0.380952,0.428571,0.190476,1
pos_245,0.277778,0.444444,0.277778,0.555556,0.166667,0.277778,0.333333,0.388889,0.277778,0.444444,0.277778,0.277778,0.111111,0.722222,0.166667,0.388889,0.166667,0.444444,0.444444,0.277778,0.277778,1
pos_246,0.285714,0.238095,0.47619,0.190476,0.52381,0.285714,0.47619,0.190476,0.333333,0.190476,0.52381,0.285714,0.047619,0.904762,0.047619,0.428571,0.333333,0.238095,0.571429,0.285714,0.142857,1
pos_247,0.5,0.277778,0.222222,0.222222,0.444444,0.333333,0.333333,0.166667,0.5,0.222222,0.444444,0.333333,0.166667,0.611111,0.222222,0.444444,0.333333,0.222222,0.277778,0.5,0.222222,1
pos_248,0.333333,0.277778,0.388889,0.277778,0.555556,0.166667,0.388889,0.277778,0.333333,0.277778,0.555556,0.166667,0.111111,0.833333,0.055556,0.555556,0.222222,0.222222,0.555556,0.333333,0.111111,1
pos_249,0.388889,0.111111,0.5,0.333333,0.444444,0.222222,0.5,0.111111,0.388889,0.277778,0.5,0.222222,0.166667,0.666667,0.166667,0.333333,0.388889,0.277778,0.5,0.388889,0.111111,1
pos_250,0.533333,0.2,0.266667,0.4,0.4,0.2,0.266667,0.2,0.533333,0.333333,0.466667,0.2,0.133333,0.466667,0.4,0.466667,0.2,0.333333,0.4,0.533333,0.066667,1
pos_251,0.25,0.4,0.35,0.4,0.45,0.15,0.4,0.35,0.25,0.35,0.5,0.15,0.1,0.8,0.1,0.25,0.45,0.3,0.55,0.25,0.2,1
pos_252,0.2,0.466667,0.333333,0.533333,0.333333,0.133333,0.333333,0.466667,0.2,0.466667,0.4,0.133333,0.133333,0.866667,0.0,0.533333,0.333333,0.133333,0.666667,0.2,0.133333,1
pos_253,0.333333,0.388889,0.277778,0.388889,0.5,0.111111,0.277778,0.388889,0.333333,0.388889,0.5,0.111111,0.111111,0.888889,0.0,0.277778,0.277778,0.444444,0.5,0.333333,0.166667,1
pos_254,0.142857,0.571429,0.285714,0.571429,0.285714,0.142857,0.285714,0.52381,0.190476,0.380952,0.47619,0.142857,0.047619,0.904762,0.047619,0.285714,0.428571,0.285714,0.380952,0.142857,0.47619,1
pos_255,0.266667,0.4,0.333333,0.466667,0.4,0.133333,0.333333,0.4,0.266667,0.466667,0.4,0.133333,0.066667,0.8,0.133333,0.333333,0.266667,0.4,0.666667,0.266667,0.066667,1
pos_256,0.608696,0.173913,0.217391,0.304348,0.608696,0.086957,0.217391,0.173913,0.608696,0.304348,0.608696,0.086957,0.086957,0.478261,0.434783,0.521739,0.086957,0.391304,0.26087,0.608696,0.130435,1
pos_257,0.190476,0.380952,0.428571,0.380952,0.52381,0.095238,0.428571,0.380952,0.190476,0.333333,0.571429,0.095238,0.095238,0.857143,0.047619,0.47619,0.285714,0.238095,0.666667,0.190476,0.142857,1
pos_258,0.375,0.3125,0.3125,0.25,0.4375,0.3125,0.375,0.25,0.375,0.1875,0.5,0.3125,0.25,0.6875,0.0625,0.5,0.375,0.125,0.4375,0.375,0.1875,1
