seq_id,CTDT_Hydrophobicity_G1G2,CTDT_Hydrophobicity_G1G3,CTDT_Hydrophobicity_G2G3,CTDT_VanDerWaals_G1G2,CTDT_VanDerWaals_G1G3,CTDT_VanDerWaals_G2G3,CTDT_Polarity_G1G2,CTDT_Polarity_G1G3,CTDT_Polarity_G2G3,CTDT_Polarizability_G1G2,CTDT_Polarizability_G1G3,CTDT_Polarizability_G2G3,CTDT_Charge_G1G2,CTDT_Charge_G1G3,CTDT_Charge_G2G3,CTDT_SecondaryStructure_G1G2,CTDT_SecondaryStructure_G1G3,CTDT_SecondaryStructure_G2G3,CTDT_SolventAccessibility_G1G2,CTDT_SolventAccessibility_G1G3,CTDT_SolventAccessibility_G2G3,label
pos_123,0.375,0.125,0.15625,0.40625,0.25,0.125,0.21875,0.25,0.3125,0.34375,0.25,0.125,0.09375,0.03125,0.09375,0.15625,0.15625,0.3125,0.28125,0.15625,0.21875,1
pos_124,0.285714,0.214286,0.142857,0.214286,0.214286,0.142857,0.142857,0.214286,0.285714,0.214286,0.071429,0.285714,0.357143,0.0,0.142857,0.0,0.428571,0.0,0.285714,0.071429,0.214286,1
pos_125,0.266667,0.0,0.266667,0.333333,0.2,0.2,0.333333,0.066667,0.2,0.266667,0.133333,0.266667,0.066667,0.066667,0.2,0.2,0.266667,0.2,0.066667,0.4,0.2,1
pos_126,0.157895,0.368421,0.052632,0.052632,0.157895,0.578947,0.052632,0.473684,0.052632,0.052632,0.157895,0.578947,0.263158,0.052632,0.263158,0.421053,0.105263,0.105263,0.263158,0.157895,0.263158,1
pos_127,0.272727,0.0,0.363636,0.0,0.727273,0.0,0.363636,0.0,0.454545,0.0,0.727273,0.0,0.181818,0.0,0.090909,0.090909,0.272727,0.090909,0.272727,0.363636,0.0,1
pos_128,0.210526,0.052632,0.315789,0.210526,0.157895,0.263158,0.210526,0.157895,0.105263,0.157895,0.157895,0.263158,0.0,0.105263,0.210526,0.263158,0.315789,0.105263,0.0,0.263158,0.263158,1
pos_129,0.181818,0.272727,0.181818,0.0,0.363636,0.272727,0.090909,0.363636,0.090909,0.0,0.363636,0.272727,0.181818,0.090909,0.090909,0.272727,0.181818,0.181818,0.272727,0.181818,0.181818,1
pos_130,0.052632,0.105263,0.473684,0.315789,0.315789,0.210526,0.526316,0.157895,0.0,0.315789,0.210526,0.315789,0.0,0.0,0.105263,0.052632,0.368421,0.315789,0.0,0.473684,0.157895,1
pos_131,0.214286,0.357143,0.214286,0.214286,0.214286,0.357143,0.214286,0.357143,0.214286,0.214286,0.214286,0.357143,0.285714,0.0,0.142857,0.428571,0.214286,0.142857,0.428571,0.142857,0.142857,1
pos_132,0.3,0.15,0.35,0.3,0.25,0.2,0.45,0.25,0.2,0.3,0.25,0.2,0.15,0.0,0.2,0.25,0.3,0.15,0.15,0.25,0.3,1
pos_133,0.214286,0.071429,0.285714,0.214286,0.357143,0.285714,0.214286,0.214286,0.071429,0.214286,0.357143,0.285714,0.071429,0.071429,0.214286,0.285714,0.285714,0.285714,0.071429,0.285714,0.214286,1
pos_134,0.277778,0.055556,0.277778,0.222222,0.333333,0.111111,0.388889,0.055556,0.277778,0.222222,0.166667,0.277778,0.055556,0.055556,0.166667,0.111111,0.166667,0.333333,0.166667,0.333333,0.166667,1
pos_135,0.272727,0.0,0.272727,0.090909,0.454545,0.090909,0.272727,0.0,0.272727,0.090909,0.454545,0.090909,0.272727,0.0,0.181818,0.0,0.272727,0.090909,0.272727,0.181818,0.0,1
pos_136,0.142857,0.142857,0.142857,0.0,0.357143,0.142857,0.142857,0.214286,0.214286,0.071429,0.071429,0.428571,0.142857,0.0,0.0,0.142857,0.285714,0.214286,0.142857,0.142857,0.142857,1
pos_137,0.357143,0.285714,0.142857,0.357143,0.142857,0.214286,0.142857,0.285714,0.357143,0.357143,0.0,0.357143,0.071429,0.0,0.285714,0.214286,0.285714,0.142857,0.5,0.071429,0.142857,1
pos_138,0.473684,0.052632,0.052632,0.263158,0.052632,0.263158,0.052632,0.052632,0.473684,0.210526,0.0,0.315789,0.157895,0.052632,0.263158,0.052632,0.368421,0.157895,0.157895,0.052632,0.368421,1
pos_139,0.315789,0.210526,0.105263,0.105263,0.526316,0.210526,0.210526,0.210526,0.315789,0.105263,0.526316,0.210526,0.263158,0.052632,0.368421,0.315789,0.210526,0.210526,0.315789,0.210526,0.210526,1
pos_140,0.214286,0.285714,0.214286,0.357143,0.214286,0.142857,0.214286,0.285714,0.214286,0.214286,0.214286,0.142857,0.285714,0.071429,0.071429,0.285714,0.142857,0.285714,0.428571,0.071429,0.071429,1
pos_141,0.058824,0.411765,0.117647,0.058824,0.0,0.352941,0.0,0.411765,0.058824,0.058824,0.0,0.352941,0.176471,0.058824,0.176471,0.176471,0.176471,0.0,0.294118,0.117647,0.176471,1
pos_142,0.086957,0.086957,0.304348,0.347826,0.043478,0.043478,0.304348,0.086957,0.086957,0.434783,0.043478,0.043478,0.043478,0.043478,0.043478,0.173913,0.391304,0.26087,0.086957,0.478261,0.086957,1
pos_143,0.142857,0.428571,0.285714,0.214286,0.214286,0.285714,0.214286,0.5,0.071429,0.142857,0.142857,0.357143,0.357143,0.0,0.0,0.214286,0.428571,0.071429,0.357143,0.214286,0.214286,1
pos_144,0.266667,0.066667,0.333333,0.533333,0.066667,0.0,0.333333,0.066667,0.266667,0.4,0.066667,0.0,0.066667,0.0,0.0,0.0,0.2,0.266667,0.2,0.333333,0.133333,1
pos_145,0.3125,0.125,0.1875,0.1875,0.4375,0.125,0.1875,0.125,0.3125,0.125,0.375,0.1875,0.4375,0.125,0.0,0.25,0.375,0.125,0.375,0.0625,0.0625,1
pos_146,0.157895,0.105263,0.421053,0.473684,0.0,0.210526,0.368421,0.157895,0.105263,0.473684,0.0,0.210526,0.0,0.0,0.0,0.210526,0.263158,0.210526,0.157895,0.421053,0.105263,1
pos_147,0.235294,0.235294,0.235294,0.176471,0.117647,0.411765,0.176471,0.411765,0.117647,0.176471,0.117647,0.411765,0.294118,0.058824,0.176471,0.529412,0.117647,0.058824,0.294118,0.117647,0.176471,1
pos_148,0.181818,0.454545,0.090909,0.272727,0.272727,0.272727,0.0,0.545455,0.0,0.272727,0.272727,0.272727,0.272727,0.181818,0.363636,0.363636,0.363636,0.181818,0.454545,0.090909,0.181818,1
pos_149,0.0,0.285714,0.357143,0.357143,0.142857,0.142857,0.357143,0.285714,0.0,0.357143,0.142857,0.142857,0.071429,0.071429,0.214286,0.142857,0.285714,0.5,0.285714,0.5,0.0,1
pos_150,0.444444,0.222222,0.166667,0.166667,0.111111,0.444444,0.055556,0.444444,0.222222,0.166667,0.055556,0.5,0.333333,0.0,0.0,0.277778,0.166667,0.222222,0.277778,0.111111,0.388889,1
pos_151,0.263158,0.157895,0.368421,0.368421,0.368421,0.157895,0.368421,0.157895,0.263158,0.315789,0.368421,0.157895,0.263158,0.052632,0.052632,0.210526,0.210526,0.315789,0.263158,0.210526,0.157895,1
pos_152,0.105263,0.263158,0.0,0.105263,0.0,0.210526,0.0,0.263158,0.105263,0.105263,0.0,0.210526,0.105263,0.052632,0.368421,0.210526,0.263158,0.052632,0.368421,0.0,0.0,1
pos_153,0.083333,0.166667,0.333333,0.25,0.166667,0.25,0.333333,0.166667,0.083333,0.333333,0.083333,0.333333,0.25,0.0,0.0,0.25,0.083333,0.083333,0.25,0.0,0.0,1
pos_154,0.190476,0.428571,0.095238,0.095238,0.190476,0.142857,0.047619,0.47619,0.238095,0.095238,0.190476,0.142857,0.333333,0.0,0.0,0.238095,0.285714,0.095238,0.571429,0.142857,0.047619,1
pos_155,0.5,0.214286,0.071429,0.142857,0.142857,0.428571,0.071429,0.214286,0.357143,0.142857,0.142857,0.428571,0.285714,0.0,0.428571,0.142857,0.428571,0.285714,0.428571,0.0,0.285714,1
pos_156,0.285714,0.428571,0.0,0.214286,0.142857,0.071429,0.0,0.428571,0.285714,0.357143,0.142857,0.071429,0.142857,0.071429,0.571429,0.214286,0.285714,0.071429,0.428571,0.0,0.285714,1
pos_157,0.210526,0.210526,0.368421,0.368421,0.105263,0.315789,0.263158,0.315789,0.210526,0.368421,0.105263,0.315789,0.157895,0.052632,0.157895,0.315789,0.210526,0.052632,0.157895,0.421053,0.263158,1
pos_158,0.2,0.133333,0.466667,0.333333,0.133333,0.133333,0.333333,0.266667,0.2,0.333333,0.066667,0.2,0.0,0.0,0.2,0.2,0.266667,0.266667,0.133333,0.466667,0.2,1
pos_159,0.071429,0.214286,0.357143,0.142857,0.357143,0.357143,0.357143,0.214286,0.071429,0.142857,0.357143,0.357143,0.142857,0.0,0.071429,0.071429,0.071429,0.5,0.285714,0.428571,0.0,1
pos_160,0.285714,0.285714,0.142857,0.285714,0.142857,0.142857,0.142857,0.285714,0.285714,0.285714,0.142857,0.142857,0.285714,0.0,0.142857,0.214286,0.214286,0.071429,0.285714,0.142857,0.285714,1
pos_161,0.157895,0.368421,0.157895,0.263158,0.052632,0.315789,0.157895,0.368421,0.157895,0.157895,0.052632,0.315789,0.315789,0.052632,0.052632,0.157895,0.368421,0.052632,0.421053,0.105263,0.105263,1
pos_162,0.117647,0.176471,0.294118,0.117647,0.176471,0.235294,0.235294,0.235294,0.058824,0.117647,0.117647,0.294118,0.058824,0.0,0.117647,0.235294,0.176471,0.117647,0.235294,0.352941,0.058824,1
pos_163,0.384615,0.0,0.307692,0.230769,0.307692,0.076923,0.153846,0.153846,0.384615,0.153846,0.230769,0.153846,0.230769,0.0,0.153846,0.153846,0.384615,0.153846,0.153846,0.384615,0.230769,1
pos_164,0.105263,0.263158,0.263158,0.263158,0.105263,0.157895,0.263158,0.263158,0.105263,0.157895,0.105263,0.157895,0.263158,0.0,0.0,0.105263,0.421053,0.105263,0.368421,0.210526,0.0,1
pos_165,0.2,0.266667,0.133333,0.2,0.133333,0.2,0.066667,0.466667,0.133333,0.133333,0.066667,0.266667,0.066667,0.0,0.266667,0.4,0.066667,0.333333,0.333333,0.2,0.133333,1
pos_166,0.142857,0.357143,0.285714,0.285714,0.071429,0.214286,0.214286,0.428571,0.071429,0.285714,0.071429,0.214286,0.214286,0.071429,0.142857,0.285714,0.142857,0.071429,0.357143,0.0,0.142857,1
pos_167,0.285714,0.071429,0.214286,0.071429,0.571429,0.0,0.214286,0.071429,0.285714,0.214286,0.571429,0.0,0.214286,0.071429,0.142857,0.285714,0.285714,0.142857,0.071429,0.428571,0.285714,1
pos_168,0.071429,0.357143,0.142857,0.285714,0.071429,0.214286,0.142857,0.357143,0.071429,0.214286,0.0,0.285714,0.142857,0.0,0.142857,0.142857,0.214286,0.285714,0.357143,0.142857,0.071429,1
pos_169,0.428571,0.0,0.142857,0.214286,0.357143,0.071429,0.285714,0.142857,0.285714,0.285714,0.357143,0.071429,0.285714,0.0,0.142857,0.214286,0.357143,0.071429,0.142857,0.214286,0.285714,1
pos_170,0.307692,0.076923,0.076923,0.230769,0.076923,0.153846,0.076923,0.230769,0.076923,0.230769,0.076923,0.153846,0.153846,0.0,0.0,0.230769,0.0,0.230769,0.153846,0.307692,0.230769,1
pos_171,0.285714,0.285714,0.142857,0.214286,0.071429,0.214286,0.071429,0.357143,0.214286,0.214286,0.071429,0.214286,0.142857,0.0,0.428571,0.214286,0.214286,0.071429,0.5,0.071429,0.071429,1
pos_172,0.214286,0.142857,0.071429,0.142857,0.214286,0.285714,0.0,0.214286,0.142857,0.142857,0.142857,0.357143,0.214286,0.142857,0.0,0.142857,0.357143,0.071429,0.142857,0.071429,0.214286,1
pos_173,0.285714,0.0,0.214286,0.142857,0.357143,0.357143,0.214286,0.0,0.285714,0.142857,0.071429,0.642857,0.214286,0.071429,0.071429,0.285714,0.285714,0.214286,0.0,0.357143,0.285714,1
pos_174,0.176471,0.294118,0.176471,0.058824,0.176471,0.529412,0.117647,0.352941,0.117647,0.058824,0.176471,0.529412,0.352941,0.0,0.117647,0.294118,0.235294,0.0,0.294118,0.176471,0.176471,1
pos_175,0.176471,0.352941,0.235294,0.176471,0.058824,0.352941,0.176471,0.470588,0.058824,0.058824,0.058824,0.352941,0.352941,0.0,0.117647,0.294118,0.117647,0.117647,0.352941,0.235294,0.176471,1
pos_176,0.214286,0.5,0.071429,0.214286,0.214286,0.357143,0.071429,0.5,0.214286,0.214286,0.214286,0.357143,0.5,0.071429,0.214286,0.214286,0.142857,0.142857,0.642857,0.071429,0.071429,1
pos_177,0.357143,0.285714,0.214286,0.285714,0.142857,0.071429,0.142857,0.357143,0.428571,0.285714,0.142857,0.071429,0.071429,0.0,0.285714,0.142857,0.071429,0.5,0.285714,0.214286,0.357143,1
pos_178,0.058824,0.058824,0.411765,0.352941,0.176471,0.117647,0.411765,0.117647,0.117647,0.235294,0.176471,0.117647,0.0,0.0,0.117647,0.176471,0.176471,0.235294,0.058824,0.470588,0.058824,1
pos_179,0.0,0.466667,0.0,0.0,0.0,0.0,0.0,0.466667,0.0,0.0,0.0,0.0,0.0,0.0,0.466667,0.2,0.266667,0.266667,0.466667,0.0,0.0,1
pos_180,0.25,0.0,0.3125,0.3125,0.25,0.1875,0.375,0.0625,0.1875,0.3125,0.25,0.1875,0.0,0.0,0.25,0.375,0.1875,0.1875,0.125,0.375,0.125,1
pos_181,0.090909,0.363636,0.272727,0.363636,0.181818,0.181818,0.272727,0.363636,0.090909,0.363636,0.181818,0.181818,0.0,0.0,0.363636,0.272727,0.181818,0.363636,0.272727,0.181818,0.181818,1
pos_182,0.142857,0.285714,0.142857,0.428571,0.0,0.214286,0.142857,0.285714,0.142857,0.285714,0.0,0.214286,0.142857,0.071429,0.285714,0.357143,0.214286,0.071429,0.357143,0.071429,0.071429,1
pos_183,0.411765,0.117647,0.176471,0.235294,0.235294,0.176471,0.176471,0.117647,0.411765,0.352941,0.117647,0.294118,0.294118,0.0,0.117647,0.117647,0.235294,0.117647,0.352941,0.176471,0.176471,1
pos_184,0.214286,0.214286,0.214286,0.142857,0.285714,0.214286,0.214286,0.214286,0.214286,0.142857,0.142857,0.357143,0.285714,0.0,0.142857,0.214286,0.142857,0.142857,0.357143,0.214286,0.071429,1
pos_185,0.142857,0.357143,0.071429,0.142857,0.214286,0.285714,0.071429,0.357143,0.285714,0.142857,0.071429,0.428571,0.357143,0.0,0.0,0.214286,0.214286,0.071429,0.428571,0.071429,0.071429,1
pos_186,0.214286,0.214286,0.214286,0.428571,0.142857,0.0,0.214286,0.214286,0.214286,0.428571,0.142857,0.0,0.071429,0.071429,0.071429,0.142857,0.357143,0.428571,0.357143,0.214286,0.071429,1
pos_187,0.157895,0.210526,0.368421,0.473684,0.105263,0.105263,0.368421,0.210526,0.157895,0.421053,0.052632,0.157895,0.105263,0.0,0.263158,0.052632,0.157895,0.421053,0.210526,0.368421,0.157895,1
pos_188,0.058824,0.294118,0.352941,0.176471,0.176471,0.117647,0.294118,0.352941,0.058824,0.176471,0.176471,0.117647,0.117647,0.0,0.117647,0.352941,0.294118,0.176471,0.352941,0.294118,0.0,1
pos_189,0.0,0.266667,0.2,0.333333,0.0,0.0,0.2,0.266667,0.0,0.466667,0.0,0.0,0.0,0.0,0.133333,0.2,0.4,0.133333,0.266667,0.266667,0.0,1
pos_190,0.105263,0.368421,0.263158,0.473684,0.210526,0.0,0.263158,0.368421,0.105263,0.526316,0.157895,0.052632,0.052632,0.052632,0.421053,0.315789,0.368421,0.105263,0.315789,0.157895,0.157895,1
pos_191,0.263158,0.0,0.210526,0.210526,0.210526,0.0,0.210526,0.0,0.263158,0.473684,0.157895,0.052632,0.210526,0.0,0.052632,0.0,0.421053,0.052632,0.157895,0.368421,0.105263,1
pos_192,0.357143,0.0,0.285714,0.642857,0.142857,0.071429,0.285714,0.0,0.357143,0.571429,0.071429,0.142857,0.071429,0.0,0.142857,0.357143,0.071429,0.071429,0.214286,0.285714,0.142857,1
pos_193,0.235294,0.117647,0.176471,0.352941,0.058824,0.058824,0.176471,0.117647,0.235294,0.352941,0.058824,0.058824,0.058824,0.058824,0.176471,0.058824,0.176471,0.352941,0.117647,0.176471,0.235294,1
pos_194,0.142857,0.214286,0.0,0.071429,0.0,0.357143,0.0,0.214286,0.142857,0.071429,0.0,0.357143,0.142857,0.0,0.214286,0.285714,0.071429,0.0,0.214286,0.214286,0.142857,1
pos_195,0.357143,0.071429,0.214286,0.285714,0.357143,0.142857,0.214286,0.142857,0.285714,0.285714,0.357143,0.142857,0.142857,0.142857,0.285714,0.214286,0.357143,0.0,0.285714,0.071429,0.142857,1
pos_196,0.181818,0.454545,0.0,0.181818,0.272727,0.272727,0.0,0.454545,0.181818,0.181818,0.181818,0.363636,0.181818,0.181818,0.363636,0.363636,0.090909,0.090909,0.636364,0.0,0.0,1
pos_197,0.214286,0.214286,0.0,0.142857,0.071429,0.142857,0.071429,0.285714,0.142857,0.142857,0.071429,0.142857,0.142857,0.0,0.285714,0.071429,0.285714,0.071429,0.214286,0.214286,0.214286,1
pos_198,0.2,0.2,0.2,0.333333,0.066667,0.2,0.2,0.2,0.2,0.333333,0.066667,0.2,0.2,0.066667,0.2,0.2,0.333333,0.066667,0.266667,0.266667,0.133333,1
pos_199,0.363636,0.0,0.181818,0.454545,0.090909,0.090909,0.181818,0.0,0.363636,0.454545,0.090909,0.090909,0.0,0.0,0.363636,0.090909,0.545455,0.090909,0.272727,0.545455,0.090909,1
pos_200,0.214286,0.214286,0.071429,0.285714,0.071429,0.428571,0.142857,0.214286,0.214286,0.285714,0.071429,0.428571,0.142857,0.142857,0.142857,0.214286,0.071429,0.142857,0.214286,0.071429,0.214286,1
pos_201,0.105263,0.263158,0.210526,0.210526,0.105263,0.263158,0.105263,0.263158,0.105263,0.210526,0.105263,0.263158,0.210526,0.0,0.263158,0.157895,0.210526,0.210526,0.315789,0.263158,0.052632,1
pos_202,0.294118,0.058824,0.235294,0.352941,0.058824,0.058824,0.235294,0.058824,0.294118,0.352941,0.058824,0.058824,0.0,0.0,0.235294,0.058824,0.058824,0.470588,0.235294,0.235294,0.117647,1
pos_203,0.368421,0.263158,0.052632,0.157895,0.052632,0.421053,0.052632,0.368421,0.157895,0.157895,0.052632,0.421053,0.421053,0.105263,0.105263,0.421053,0.0,0.0,0.263158,0.052632,0.368421,1
pos_204,0.0,0.142857,0.357143,0.285714,0.214286,0.071429,0.5,0.142857,0.0,0.285714,0.214286,0.071429,0.142857,0.0,0.0,0.285714,0.214286,0.142857,0.0,0.428571,0.142857,1
pos_205,0.263158,0.157895,0.421053,0.421053,0.157895,0.157895,0.368421,0.210526,0.210526,0.421053,0.157895,0.157895,0.105263,0.0,0.210526,0.263158,0.052632,0.210526,0.263158,0.263158,0.157895,1
pos_206,0.142857,0.142857,0.5,0.428571,0.142857,0.142857,0.428571,0.142857,0.142857,0.428571,0.142857,0.142857,0.285714,0.0,0.0,0.357143,0.214286,0.214286,0.142857,0.357143,0.142857,1
pos_207,0.142857,0.357143,0.142857,0.214286,0.071429,0.142857,0.071429,0.428571,0.071429,0.214286,0.071429,0.142857,0.0,0.0,0.285714,0.142857,0.142857,0.142857,0.428571,0.142857,0.071429,1
pos_208,0.157895,0.421053,0.157895,0.105263,0.263158,0.263158,0.157895,0.421053,0.157895,0.052632,0.105263,0.421053,0.368421,0.052632,0.105263,0.526316,0.105263,0.157895,0.421053,0.157895,0.157895,1
pos_209,0.210526,0.315789,0.105263,0.210526,0.105263,0.105263,0.105263,0.315789,0.210526,0.105263,0.105263,0.105263,0.105263,0.0,0.421053,0.263158,0.263158,0.157895,0.421053,0.105263,0.105263,1
pos_210,0.578947,0.210526,0.210526,0.421053,0.157895,0.105263,0.210526,0.263158,0.526316,0.473684,0.105263,0.157895,0.210526,0.0,0.578947,0.263158,0.263158,0.105263,0.473684,0.052632,0.315789,1
pos_211,0.0,0.133333,0.6,0.466667,0.133333,0.133333,0.466667,0.133333,0.0,0.533333,0.066667,0.2,0.0,0.0,0.133333,0.066667,0.6,0.2,0.133333,0.533333,0.0,1
pos_212,0.210526,0.315789,0.105263,0.263158,0.052632,0.263158,0.105263,0.315789,0.210526,0.263158,0.052632,0.263158,0.210526,0.105263,0.368421,0.315789,0.157895,0.105263,0.421053,0.105263,0.105263,1
pos_213,0.368421,0.157895,0.157895,0.473684,0.052632,0.157895,0.157895,0.157895,0.368421,0.210526,0.0,0.210526,0.052632,0.157895,0.368421,0.052632,0.263158,0.263158,0.157895,0.157895,0.368421,1
pos_214,0.235294,0.117647,0.235294,0.058824,0.294118,0.176471,0.235294,0.235294,0.117647,0.058824,0.294118,0.176471,0.235294,0.0,0.117647,0.294118,0.058824,0.235294,0.176471,0.117647,0.176471,1
pos_215,0.142857,0.071429,0.5,0.071429,0.428571,0.214286,0.428571,0.285714,0.071429,0.071429,0.428571,0.214286,0.071429,0.0,0.0,0.214286,0.071429,0.214286,0.071429,0.571429,0.142857,1
pos_216,0.263158,0.210526,0.105263,0.210526,0.105263,0.105263,0.105263,0.263158,0.210526,0.210526,0.105263,0.105263,0.157895,0.0,0.210526,0.315789,0.263158,0.052632,0.315789,0.210526,0.157895,1
pos_217,0.210526,0.052632,0.210526,0.157895,0.263158,0.157895,0.210526,0.052632,0.210526,0.157895,0.263158,0.157895,0.105263,0.0,0.105263,0.210526,0.315789,0.315789,0.210526,0.473684,0.052632,1
pos_218,0.142857,0.0,0.357143,0.142857,0.357143,0.071429,0.357143,0.0,0.142857,0.142857,0.357143,0.071429,0.142857,0.0,0.0,0.285714,0.071429,0.214286,0.142857,0.142857,0.0,1
pos_219,0.25,0.125,0.291667,0.416667,0.125,0.208333,0.166667,0.166667,0.208333,0.375,0.125,0.208333,0.083333,0.0,0.166667,0.25,0.333333,0.083333,0.208333,0.375,0.166667,1
pos_220,0.190476,0.285714,0.285714,0.380952,0.190476,0.190476,0.285714,0.285714,0.190476,0.380952,0.190476,0.190476,0.142857,0.047619,0.238095,0.52381,0.190476,0.047619,0.428571,0.095238,0.047619,1
pos_221,0.066667,0.133333,0.333333,0.4,0.133333,0.2,0.333333,0.133333,0.066667,0.4,0.133333,0.2,0.066667,0.133333,0.133333,0.066667,0.466667,0.066667,0.2,0.266667,0.0,1
pos_222,0.235294,0.470588,0.117647,0.235294,0.0,0.235294,0.117647,0.588235,0.117647,0.0,0.0,0.235294,0.352941,0.0,0.117647,0.235294,0.058824,0.117647,0.470588,0.117647,0.235294,1
pos_223,0.285714,0.214286,0.285714,0.142857,0.142857,0.071429,0.285714,0.214286,0.285714,0.357143,0.071429,0.142857,0.0,0.0,0.5,0.214286,0.142857,0.285714,0.357143,0.142857,0.142857,1
pos_224,0.142857,0.428571,0.071429,0.285714,0.071429,0.285714,0.071429,0.428571,0.142857,0.285714,0.071429,0.285714,0.142857,0.0,0.285714,0.428571,0.071429,0.142857,0.357143,0.142857,0.214286,1
pos_225,0.0,0.421053,0.0,0.105263,0.210526,0.210526,0.0,0.421053,0.0,0.0,0.0,0.421053,0.157895,0.052632,0.421053,0.368421,0.263158,0.052632,0.421053,0.105263,0.0,1
pos_226,0.136364,0.181818,0.181818,0.181818,0.136364,0.136364,0.136364,0.227273,0.181818,0.272727,0.136364,0.136364,0.181818,0.0,0.090909,0.181818,0.454545,0.090909,0.227273,0.272727,0.090909,1
pos_227,0.181818,0.363636,0.136364,0.181818,0.136364,0.318182,0.136364,0.363636,0.181818,0.181818,0.136364,0.318182,0.318182,0.045455,0.136364,0.272727,0.181818,0.090909,0.5,0.136364,0.045455,1
pos_228,0.368421,0.210526,0.052632,0.315789,0.105263,0.105263,0.052632,0.315789,0.263158,0.157895,0.052632,0.157895,0.157895,0.052632,0.263158,0.157895,0.210526,0.157895,0.315789,0.052632,0.263158,1
pos_229,0.25,0.333333,0.166667,0.583333,0.166667,0.0,0.166667,0.333333,0.25,0.583333,0.166667,0.0,0.083333,0.083333,0.25,0.166667,0.333333,0.416667,0.333333,0.166667,0.25,1
pos_230,0.3125,0.125,0.1875,0.375,0.25,0.0625,0.125,0.1875,0.5,0.375,0.25,0.0625,0.0625,0.0,0.25,0.1875,0.25,0.125,0.375,0.3125,0.0625,1
pos_231,0.157895,0.105263,0.210526,0.315789,0.157895,0.210526,0.210526,0.105263,0.263158,0.315789,0.052632,0.315789,0.0,0.052632,0.157895,0.157895,0.315789,0.157895,0.263158,0.263158,0.0,1
pos_232,0.071429,0.357143,0.214286,0.285714,0.071429,0.214286,0.214286,0.357143,0.071429,0.285714,0.071429,0.214286,0.214286,0.071429,0.214286,0.285714,0.214286,0.142857,0.285714,0.142857,0.142857,1
pos_233,0.214286,0.357143,0.071429,0.285714,0.142857,0.214286,0.071429,0.357143,0.214286,0.285714,0.142857,0.214286,0.285714,0.071429,0.285714,0.142857,0.285714,0.142857,0.5,0.071429,0.071429,1
pos_234,0.133333,0.133333,0.333333,0.2,0.133333,0.4,0.266667,0.2,0.066667,0.2,0.133333,0.4,0.133333,0.0,0.0,0.333333,0.2,0.2,0.133333,0.4,0.133333,1
pos_235,0.0625,0.4375,0.125,0.1875,0.125,0.25,0.1875,0.5,0.0,0.125,0.0625,0.3125,0.375,0.0,0.0,0.3125,0.125,0.1875,0.375,0.3125,0.125,1
pos_236,0.315789,0.157895,0.157895,0.368421,0.105263,0.210526,0.157895,0.157895,0.315789,0.368421,0.105263,0.210526,0.315789,0.0,0.157895,0.210526,0.210526,0.0,0.368421,0.105263,0.105263,1
pos_237,0.117647,0.176471,0.352941,0.294118,0.176471,0.117647,0.352941,0.176471,0.117647,0.176471,0.058824,0.235294,0.0,0.0,0.294118,0.176471,0.235294,0.235294,0.176471,0.235294,0.117647,1
pos_238,0.071429,0.071429,0.357143,0.357143,0.142857,0.071429,0.5,0.142857,0.0,0.214286,0.142857,0.071429,0.0,0.0,0.0,0.142857,0.214286,0.357143,0.071429,0.285714,0.071429,1
pos_239,0.357143,0.0,0.214286,0.285714,0.214286,0.071429,0.357143,0.142857,0.214286,0.285714,0.214286,0.071429,0.142857,0.0,0.214286,0.285714,0.142857,0.214286,0.214286,0.142857,0.142857,1
pos_240,0.263158,0.105263,0.210526,0.263158,0.105263,0.105263,0.210526,0.105263,0.263158,0.368421,0.105263,0.105263,0.105263,0.0,0.315789,0.105263,0.210526,0.210526,0.263158,0.210526,0.105263,1
pos_241,0.214286,0.214286,0.214286,0.285714,0.0,0.428571,0.214286,0.214286,0.071429,0.285714,0.0,0.428571,0.285714,0.142857,0.214286,0.285714,0.0,0.0,0.214286,0.071429,0.214286,1
pos_242,0.105263,0.263158,0.210526,0.105263,0.210526,0.315789,0.210526,0.368421,0.0,0.105263,0.210526,0.315789,0.210526,0.0,0.105263,0.157895,0.263158,0.315789,0.210526,0.157895,0.157895,1
pos_243,0.333333,0.277778,0.222222,0.388889,0.166667,0.166667,0.222222,0.277778,0.333333,0.388889,0.166667,0.166667,0.388889,0.0,0.111111,0.222222,0.388889,0.166667,0.555556,0.166667,0.055556,1
pos_244,0.2,0.25,0.15,0.25,0.2,0.0,0.15,0.25,0.2,0.2,0.15,0.05,0.15,0.05,0.25,0.1,0.45,0.1,0.35,0.2,0.1,1
pos_245,0.294118,0.176471,0.176471,0.058824,0.235294,0.176471,0.176471,0.235294,0.235294,0.294118,0.235294,0.176471,0.176471,0.058824,0.294118,0.235294,0.235294,0.058824,0.117647,0.176471,0.352941,1
pos_246,0.1,0.3,0.25,0.15,0.1,0.4,0.2,0.35,0.05,0.15,0.1,0.4,0.1,0.0,0.1,0.25,0.3,0.2,0.35,0.25,0.05,1
pos_247,0.235294,0.294118,0.176471,0.294118,0.117647,0.235294,0.176471,0.411765,0.117647,0.294118,0.117647,0.235294,0.294118,0.058824,0.352941,0.411765,0.117647,0.176471,0.352941,0.117647,0.176471,1
